Sun May 12 21:06:57, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:29, WEST ENTRY, 33.0 °C

Sun May 12 21:15:29, SOUTH ENTRY, 33.0 °C

Sun May 12 21:15:30, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:30, EAST ENTRY, 36.0 °C

Sun May 12 21:15:30, WEST ENTRY, 36.0 °C

Sun May 12 21:15:30, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:30, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:30, EAST ENTRY, 36.0 °C

Sun May 12 21:15:30, WEST ENTRY, 36.0 °C

Sun May 12 21:15:30, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:31, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:31, EAST ENTRY, 31.0 °C

Sun May 12 21:15:31, WEST ENTRY, 31.0 °C

Sun May 12 21:15:31, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:32, NORTH ENTRY, 24.0 °C

Sun May 12 21:15:32, EAST ENTRY, 24.0 °C

Sun May 12 21:15:32, WEST ENTRY, 24.0 °C

Sun May 12 21:15:32, SOUTH ENTRY, 24.0 °C

Sun May 12 21:15:32, NORTH ENTRY, 24.0 °C

Sun May 12 21:15:32, EAST ENTRY, 24.0 °C

Sun May 12 21:15:32, WEST ENTRY, 24.0 °C

Sun May 12 21:15:32, SOUTH ENTRY, 24.0 °C

Sun May 12 21:15:33, NORTH ENTRY, 23.0 °C

Sun May 12 21:15:33, EAST ENTRY, 23.0 °C

Sun May 12 21:15:33, WEST ENTRY, 23.0 °C

Sun May 12 21:15:33, SOUTH ENTRY, 23.0 °C

Sun May 12 21:15:34, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:34, EAST ENTRY, 30.0 °C

Sun May 12 21:15:34, WEST ENTRY, 30.0 °C

Sun May 12 21:15:34, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:34, NORTH ENTRY, 30.0 °C

Sun May 12 21:15:34, EAST ENTRY, 30.0 °C

Sun May 12 21:15:34, WEST ENTRY, 30.0 °C

Sun May 12 21:15:34, SOUTH ENTRY, 30.0 °C

Sun May 12 21:15:35, NORTH ENTRY, 35.0 °C

Sun May 12 21:15:35, EAST ENTRY, 35.0 °C

Sun May 12 21:15:35, WEST ENTRY, 35.0 °C

Sun May 12 21:15:35, SOUTH ENTRY, 35.0 °C

Sun May 12 21:15:36, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:36, EAST ENTRY, 34.0 °C

Sun May 12 21:15:36, WEST ENTRY, 34.0 °C

Sun May 12 21:15:36, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:36, NORTH ENTRY, 34.0 °C

Sun May 12 21:15:36, EAST ENTRY, 34.0 °C

Sun May 12 21:15:36, WEST ENTRY, 34.0 °C

Sun May 12 21:15:36, SOUTH ENTRY, 34.0 °C

Sun May 12 21:15:37, NORTH ENTRY, 28.0 °C

Sun May 12 21:15:37, EAST ENTRY, 28.0 °C

Sun May 12 21:15:37, WEST ENTRY, 28.0 °C

Sun May 12 21:15:37, SOUTH ENTRY, 28.0 °C

Sun May 12 21:15:38, NORTH ENTRY, 33.0 °C

Sun May 12 21:15:38, EAST ENTRY, 33.0 °C

Sun May 12 21:15:38, WEST ENTRY, 33.0 °C

Sun May 12 21:15:38, SOUTH ENTRY, 33.0 °C

Sun May 12 21:15:38, NORTH ENTRY, 33.0 °C

Sun May 12 21:15:38, EAST ENTRY, 33.0 °C

Sun May 12 21:15:38, WEST ENTRY, 33.0 °C

Sun May 12 21:15:38, SOUTH ENTRY, 33.0 °C

Sun May 12 21:15:39, NORTH ENTRY, 18.0 °C

Sun May 12 21:15:39, EAST ENTRY, 18.0 °C

Sun May 12 21:15:39, WEST ENTRY, 18.0 °C

Sun May 12 21:15:39, SOUTH ENTRY, 18.0 °C

Sun May 12 21:15:40, NORTH ENTRY, 29.0 °C

Sun May 12 21:15:40, EAST ENTRY, 29.0 °C

Sun May 12 21:15:40, WEST ENTRY, 29.0 °C

Sun May 12 21:15:40, SOUTH ENTRY, 29.0 °C

Sun May 12 21:15:40, NORTH ENTRY, 29.0 °C

Sun May 12 21:15:40, EAST ENTRY, 29.0 °C

Sun May 12 21:15:40, WEST ENTRY, 29.0 °C

Sun May 12 21:15:40, SOUTH ENTRY, 29.0 °C

Sun May 12 21:15:41, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:41, EAST ENTRY, 21.0 °C

Sun May 12 21:15:41, WEST ENTRY, 21.0 °C

Sun May 12 21:15:41, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:42, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:42, EAST ENTRY, 36.0 °C

Sun May 12 21:15:42, WEST ENTRY, 36.0 °C

Sun May 12 21:15:42, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:42, NORTH ENTRY, 36.0 °C

Sun May 12 21:15:42, EAST ENTRY, 36.0 °C

Sun May 12 21:15:42, WEST ENTRY, 36.0 °C

Sun May 12 21:15:42, SOUTH ENTRY, 36.0 °C

Sun May 12 21:15:43, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:43, EAST ENTRY, 21.0 °C

Sun May 12 21:15:43, WEST ENTRY, 21.0 °C

Sun May 12 21:15:43, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:44, NORTH ENTRY, 27.0 °C

Sun May 12 21:15:44, EAST ENTRY, 27.0 °C

Sun May 12 21:15:44, WEST ENTRY, 27.0 °C

Sun May 12 21:15:44, SOUTH ENTRY, 27.0 °C

Sun May 12 21:15:44, NORTH ENTRY, 27.0 °C

Sun May 12 21:15:44, EAST ENTRY, 27.0 °C

Sun May 12 21:15:44, WEST ENTRY, 27.0 °C

Sun May 12 21:15:44, SOUTH ENTRY, 27.0 °C

Sun May 12 21:15:45, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:45, EAST ENTRY, 21.0 °C

Sun May 12 21:15:45, WEST ENTRY, 21.0 °C

Sun May 12 21:15:45, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:46, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:46, EAST ENTRY, 21.0 °C

Sun May 12 21:15:46, WEST ENTRY, 21.0 °C

Sun May 12 21:15:46, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:46, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:46, EAST ENTRY, 21.0 °C

Sun May 12 21:15:46, WEST ENTRY, 21.0 °C

Sun May 12 21:15:46, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:47, NORTH ENTRY, 35.0 °C

Sun May 12 21:15:47, EAST ENTRY, 35.0 °C

Sun May 12 21:15:47, WEST ENTRY, 35.0 °C

Sun May 12 21:15:47, SOUTH ENTRY, 35.0 °C

Sun May 12 21:15:48, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:48, EAST ENTRY, 20.0 °C

Sun May 12 21:15:48, WEST ENTRY, 20.0 °C

Sun May 12 21:15:48, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:48, NORTH ENTRY, 20.0 °C

Sun May 12 21:15:48, EAST ENTRY, 20.0 °C

Sun May 12 21:15:48, WEST ENTRY, 20.0 °C

Sun May 12 21:15:48, SOUTH ENTRY, 20.0 °C

Sun May 12 21:15:49, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:49, EAST ENTRY, 21.0 °C

Sun May 12 21:15:49, WEST ENTRY, 21.0 °C

Sun May 12 21:15:49, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:50, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:50, EAST ENTRY, 37.0 °C

Sun May 12 21:15:50, WEST ENTRY, 37.0 °C

Sun May 12 21:15:50, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:50, NORTH ENTRY, 37.0 °C

Sun May 12 21:15:50, EAST ENTRY, 37.0 °C

Sun May 12 21:15:50, WEST ENTRY, 37.0 °C

Sun May 12 21:15:50, SOUTH ENTRY, 37.0 °C

Sun May 12 21:15:51, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:51, EAST ENTRY, 21.0 °C

Sun May 12 21:15:51, WEST ENTRY, 21.0 °C

Sun May 12 21:15:51, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:52, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:52, EAST ENTRY, 21.0 °C

Sun May 12 21:15:52, WEST ENTRY, 21.0 °C

Sun May 12 21:15:52, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:52, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:52, EAST ENTRY, 21.0 °C

Sun May 12 21:15:52, WEST ENTRY, 21.0 °C

Sun May 12 21:15:52, SOUTH ENTRY, 21.0 °C

Sun May 12 21:15:53, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:53, EAST ENTRY, 25.0 °C

Sun May 12 21:15:53, WEST ENTRY, 25.0 °C

Sun May 12 21:15:53, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:54, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:54, EAST ENTRY, 25.0 °C

Sun May 12 21:15:54, WEST ENTRY, 25.0 °C

Sun May 12 21:15:54, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:54, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:54, EAST ENTRY, 25.0 °C

Sun May 12 21:15:54, WEST ENTRY, 25.0 °C

Sun May 12 21:15:54, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:55, NORTH ENTRY, 31.0 °C

Sun May 12 21:15:55, EAST ENTRY, 31.0 °C

Sun May 12 21:15:55, WEST ENTRY, 31.0 °C

Sun May 12 21:15:55, SOUTH ENTRY, 31.0 °C

Sun May 12 21:15:56, NORTH ENTRY, 28.0 °C

Sun May 12 21:15:56, EAST ENTRY, 28.0 °C

Sun May 12 21:15:56, WEST ENTRY, 28.0 °C

Sun May 12 21:15:56, SOUTH ENTRY, 28.0 °C

Sun May 12 21:15:56, NORTH ENTRY, 28.0 °C

Sun May 12 21:15:56, EAST ENTRY, 28.0 °C

Sun May 12 21:15:56, WEST ENTRY, 28.0 °C

Sun May 12 21:15:56, SOUTH ENTRY, 28.0 °C

Sun May 12 21:15:57, NORTH ENTRY, 17.0 °C

Sun May 12 21:15:57, EAST ENTRY, 17.0 °C

Sun May 12 21:15:57, WEST ENTRY, 17.0 °C

Sun May 12 21:15:57, SOUTH ENTRY, 17.0 °C

Sun May 12 21:15:58, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:58, EAST ENTRY, 25.0 °C

Sun May 12 21:15:58, WEST ENTRY, 25.0 °C

Sun May 12 21:15:58, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:58, NORTH ENTRY, 25.0 °C

Sun May 12 21:15:58, EAST ENTRY, 25.0 °C

Sun May 12 21:15:58, WEST ENTRY, 25.0 °C

Sun May 12 21:15:58, SOUTH ENTRY, 25.0 °C

Sun May 12 21:15:59, NORTH ENTRY, 21.0 °C

Sun May 12 21:15:59, EAST ENTRY, 21.0 °C

Sun May 12 21:15:59, WEST ENTRY, 21.0 °C

Sun May 12 21:15:59, SOUTH ENTRY, 21.0 °C

Sun May 12 21:16:00, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:00, EAST ENTRY, 22.0 °C

Sun May 12 21:16:00, WEST ENTRY, 22.0 °C

Sun May 12 21:16:00, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:00, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:00, EAST ENTRY, 22.0 °C

Sun May 12 21:16:00, WEST ENTRY, 22.0 °C

Sun May 12 21:16:00, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:01, NORTH ENTRY, 28.0 °C

Sun May 12 21:16:01, EAST ENTRY, 28.0 °C

Sun May 12 21:16:01, WEST ENTRY, 28.0 °C

Sun May 12 21:16:01, SOUTH ENTRY, 28.0 °C

Sun May 12 21:16:02, NORTH ENTRY, 25.0 °C

Sun May 12 21:16:02, EAST ENTRY, 25.0 °C

Sun May 12 21:16:02, WEST ENTRY, 25.0 °C

Sun May 12 21:16:02, SOUTH ENTRY, 25.0 °C

Sun May 12 21:16:02, NORTH ENTRY, 25.0 °C

Sun May 12 21:16:02, EAST ENTRY, 25.0 °C

Sun May 12 21:16:02, WEST ENTRY, 25.0 °C

Sun May 12 21:16:02, SOUTH ENTRY, 25.0 °C

Sun May 12 21:16:03, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:03, EAST ENTRY, 32.0 °C

Sun May 12 21:16:03, WEST ENTRY, 32.0 °C

Sun May 12 21:16:03, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:04, NORTH ENTRY, 33.0 °C

Sun May 12 21:16:04, EAST ENTRY, 33.0 °C

Sun May 12 21:16:04, WEST ENTRY, 33.0 °C

Sun May 12 21:16:04, SOUTH ENTRY, 33.0 °C

Sun May 12 21:16:04, NORTH ENTRY, 33.0 °C

Sun May 12 21:16:04, EAST ENTRY, 33.0 °C

Sun May 12 21:16:04, WEST ENTRY, 33.0 °C

Sun May 12 21:16:04, SOUTH ENTRY, 33.0 °C

Sun May 12 21:16:05, NORTH ENTRY, 30.0 °C

Sun May 12 21:16:05, EAST ENTRY, 30.0 °C

Sun May 12 21:16:05, WEST ENTRY, 30.0 °C

Sun May 12 21:16:05, SOUTH ENTRY, 30.0 °C

Sun May 12 21:16:06, NORTH ENTRY, 23.0 °C

Sun May 12 21:16:06, EAST ENTRY, 23.0 °C

Sun May 12 21:16:06, WEST ENTRY, 23.0 °C

Sun May 12 21:16:06, SOUTH ENTRY, 23.0 °C

Sun May 12 21:16:06, NORTH ENTRY, 23.0 °C

Sun May 12 21:16:06, EAST ENTRY, 23.0 °C

Sun May 12 21:16:06, WEST ENTRY, 23.0 °C

Sun May 12 21:16:06, SOUTH ENTRY, 23.0 °C

Sun May 12 21:16:07, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:07, EAST ENTRY, 32.0 °C

Sun May 12 21:16:07, WEST ENTRY, 32.0 °C

Sun May 12 21:16:07, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:08, NORTH ENTRY, 17.0 °C

Sun May 12 21:16:08, EAST ENTRY, 17.0 °C

Sun May 12 21:16:08, WEST ENTRY, 17.0 °C

Sun May 12 21:16:08, SOUTH ENTRY, 17.0 °C

Sun May 12 21:16:08, NORTH ENTRY, 17.0 °C

Sun May 12 21:16:08, EAST ENTRY, 17.0 °C

Sun May 12 21:16:08, WEST ENTRY, 17.0 °C

Sun May 12 21:16:08, SOUTH ENTRY, 17.0 °C

Sun May 12 21:16:09, NORTH ENTRY, 31.0 °C

Sun May 12 21:16:09, EAST ENTRY, 31.0 °C

Sun May 12 21:16:09, WEST ENTRY, 31.0 °C

Sun May 12 21:16:09, SOUTH ENTRY, 31.0 °C

Sun May 12 21:16:10, NORTH ENTRY, 18.0 °C

Sun May 12 21:16:10, EAST ENTRY, 18.0 °C

Sun May 12 21:16:10, WEST ENTRY, 18.0 °C

Sun May 12 21:16:10, SOUTH ENTRY, 18.0 °C

Sun May 12 21:16:10, NORTH ENTRY, 18.0 °C

Sun May 12 21:16:10, EAST ENTRY, 18.0 °C

Sun May 12 21:16:10, WEST ENTRY, 18.0 °C

Sun May 12 21:16:10, SOUTH ENTRY, 18.0 °C

Sun May 12 21:16:11, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:11, EAST ENTRY, 22.0 °C

Sun May 12 21:16:11, WEST ENTRY, 22.0 °C

Sun May 12 21:16:11, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:12, NORTH ENTRY, 20.0 °C

Sun May 12 21:16:12, EAST ENTRY, 20.0 °C

Sun May 12 21:16:12, WEST ENTRY, 20.0 °C

Sun May 12 21:16:12, SOUTH ENTRY, 20.0 °C

Sun May 12 21:16:12, NORTH ENTRY, 20.0 °C

Sun May 12 21:16:12, EAST ENTRY, 20.0 °C

Sun May 12 21:16:12, WEST ENTRY, 20.0 °C

Sun May 12 21:16:12, SOUTH ENTRY, 20.0 °C

Sun May 12 21:16:13, NORTH ENTRY, 18.0 °C

Sun May 12 21:16:13, EAST ENTRY, 18.0 °C

Sun May 12 21:16:13, WEST ENTRY, 18.0 °C

Sun May 12 21:16:13, SOUTH ENTRY, 18.0 °C

Sun May 12 21:16:14, NORTH ENTRY, 37.0 °C

Sun May 12 21:16:14, EAST ENTRY, 37.0 °C

Sun May 12 21:16:14, WEST ENTRY, 37.0 °C

Sun May 12 21:16:14, SOUTH ENTRY, 37.0 °C

Sun May 12 21:16:14, NORTH ENTRY, 37.0 °C

Sun May 12 21:16:15, EAST ENTRY, 25.0 °C

Sun May 12 21:16:15, WEST ENTRY, 25.0 °C

Sun May 12 21:16:15, SOUTH ENTRY, 25.0 °C

Sun May 12 21:16:15, NORTH ENTRY, 25.0 °C

Sun May 12 21:16:15, EAST ENTRY, 25.0 °C

Sun May 12 21:16:15, WEST ENTRY, 25.0 °C

Sun May 12 21:16:15, SOUTH ENTRY, 25.0 °C

Sun May 12 21:16:16, NORTH ENTRY, 36.0 °C

Sun May 12 21:16:16, EAST ENTRY, 36.0 °C

Sun May 12 21:16:16, WEST ENTRY, 36.0 °C

Sun May 12 21:16:16, SOUTH ENTRY, 36.0 °C

Sun May 12 21:16:17, NORTH ENTRY, 30.0 °C

Sun May 12 21:16:17, EAST ENTRY, 30.0 °C

Sun May 12 21:16:17, WEST ENTRY, 30.0 °C

Sun May 12 21:16:17, SOUTH ENTRY, 30.0 °C

Sun May 12 21:16:17, NORTH ENTRY, 30.0 °C

Sun May 12 21:16:17, EAST ENTRY, 30.0 °C

Sun May 12 21:16:17, WEST ENTRY, 30.0 °C

Sun May 12 21:16:17, SOUTH ENTRY, 30.0 °C

Sun May 12 21:16:18, NORTH ENTRY, 23.0 °C

Sun May 12 21:16:18, EAST ENTRY, 23.0 °C

Sun May 12 21:16:18, WEST ENTRY, 23.0 °C

Sun May 12 21:16:18, SOUTH ENTRY, 23.0 °C

Sun May 12 21:16:19, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:19, EAST ENTRY, 22.0 °C

Sun May 12 21:16:19, WEST ENTRY, 22.0 °C

Sun May 12 21:16:19, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:19, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:19, EAST ENTRY, 22.0 °C

Sun May 12 21:16:19, WEST ENTRY, 22.0 °C

Sun May 12 21:16:19, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:20, NORTH ENTRY, 29.0 °C

Sun May 12 21:16:20, EAST ENTRY, 29.0 °C

Sun May 12 21:16:20, WEST ENTRY, 29.0 °C

Sun May 12 21:16:20, SOUTH ENTRY, 29.0 °C

Sun May 12 21:16:21, NORTH ENTRY, 36.0 °C

Sun May 12 21:16:21, EAST ENTRY, 36.0 °C

Sun May 12 21:16:21, WEST ENTRY, 36.0 °C

Sun May 12 21:16:21, SOUTH ENTRY, 36.0 °C

Sun May 12 21:16:21, NORTH ENTRY, 36.0 °C

Sun May 12 21:16:21, EAST ENTRY, 36.0 °C

Sun May 12 21:16:21, WEST ENTRY, 36.0 °C

Sun May 12 21:16:21, SOUTH ENTRY, 36.0 °C

Sun May 12 21:16:22, NORTH ENTRY, 37.0 °C

Sun May 12 21:16:22, EAST ENTRY, 37.0 °C

Sun May 12 21:16:22, WEST ENTRY, 37.0 °C

Sun May 12 21:16:22, SOUTH ENTRY, 37.0 °C

Sun May 12 21:16:23, NORTH ENTRY, 21.0 °C

Sun May 12 21:16:23, EAST ENTRY, 21.0 °C

Sun May 12 21:16:23, WEST ENTRY, 21.0 °C

Sun May 12 21:16:23, SOUTH ENTRY, 21.0 °C

Sun May 12 21:16:23, NORTH ENTRY, 21.0 °C

Sun May 12 21:16:23, EAST ENTRY, 21.0 °C

Sun May 12 21:16:23, WEST ENTRY, 21.0 °C

Sun May 12 21:16:23, SOUTH ENTRY, 21.0 °C

Sun May 12 21:16:24, NORTH ENTRY, 36.0 °C

Sun May 12 21:16:24, EAST ENTRY, 36.0 °C

Sun May 12 21:16:24, WEST ENTRY, 36.0 °C

Sun May 12 21:16:24, SOUTH ENTRY, 36.0 °C

Sun May 12 21:16:25, NORTH ENTRY, 30.0 °C

Sun May 12 21:16:25, EAST ENTRY, 30.0 °C

Sun May 12 21:16:25, WEST ENTRY, 30.0 °C

Sun May 12 21:16:25, SOUTH ENTRY, 30.0 °C

Sun May 12 21:16:25, NORTH ENTRY, 30.0 °C

Sun May 12 21:16:25, EAST ENTRY, 30.0 °C

Sun May 12 21:16:25, WEST ENTRY, 30.0 °C

Sun May 12 21:16:25, SOUTH ENTRY, 30.0 °C

Sun May 12 21:16:26, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:26, EAST ENTRY, 32.0 °C

Sun May 12 21:16:26, WEST ENTRY, 32.0 °C

Sun May 12 21:16:26, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:27, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:27, EAST ENTRY, 32.0 °C

Sun May 12 21:16:27, WEST ENTRY, 32.0 °C

Sun May 12 21:16:27, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:27, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:27, EAST ENTRY, 32.0 °C

Sun May 12 21:16:27, WEST ENTRY, 32.0 °C

Sun May 12 21:16:27, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:28, NORTH ENTRY, 22.0 °C

Sun May 12 21:16:28, EAST ENTRY, 22.0 °C

Sun May 12 21:16:28, WEST ENTRY, 22.0 °C

Sun May 12 21:16:28, SOUTH ENTRY, 22.0 °C

Sun May 12 21:16:29, NORTH ENTRY, 26.0 °C

Sun May 12 21:16:29, EAST ENTRY, 26.0 °C

Sun May 12 21:16:29, WEST ENTRY, 26.0 °C

Sun May 12 21:16:29, SOUTH ENTRY, 26.0 °C

Sun May 12 21:16:29, NORTH ENTRY, 26.0 °C

Sun May 12 21:16:29, EAST ENTRY, 26.0 °C

Sun May 12 21:16:29, WEST ENTRY, 26.0 °C

Sun May 12 21:16:29, SOUTH ENTRY, 26.0 °C

Sun May 12 21:16:30, NORTH ENTRY, 36.0 °C

Sun May 12 21:16:30, EAST ENTRY, 36.0 °C

Sun May 12 21:16:30, WEST ENTRY, 36.0 °C

Sun May 12 21:16:30, SOUTH ENTRY, 36.0 °C

Sun May 12 21:16:31, NORTH ENTRY, 26.0 °C

Sun May 12 21:16:31, EAST ENTRY, 26.0 °C

Sun May 12 21:16:31, WEST ENTRY, 26.0 °C

Sun May 12 21:16:31, SOUTH ENTRY, 26.0 °C

Sun May 12 21:16:31, NORTH ENTRY, 26.0 °C

Sun May 12 21:16:31, EAST ENTRY, 26.0 °C

Sun May 12 21:16:31, WEST ENTRY, 26.0 °C

Sun May 12 21:16:31, SOUTH ENTRY, 26.0 °C

Sun May 12 21:16:32, NORTH ENTRY, 25.0 °C

Sun May 12 21:16:32, EAST ENTRY, 25.0 °C

Sun May 12 21:16:32, WEST ENTRY, 25.0 °C

Sun May 12 21:16:32, SOUTH ENTRY, 25.0 °C

Sun May 12 21:16:33, NORTH ENTRY, 27.0 °C

Sun May 12 21:16:33, EAST ENTRY, 27.0 °C

Sun May 12 21:16:33, WEST ENTRY, 27.0 °C

Sun May 12 21:16:33, SOUTH ENTRY, 27.0 °C

Sun May 12 21:16:33, NORTH ENTRY, 27.0 °C

Sun May 12 21:16:33, EAST ENTRY, 27.0 °C

Sun May 12 21:16:33, WEST ENTRY, 27.0 °C

Sun May 12 21:16:33, SOUTH ENTRY, 27.0 °C

Sun May 12 21:16:34, NORTH ENTRY, 34.0 °C

Sun May 12 21:16:34, EAST ENTRY, 34.0 °C

Sun May 12 21:16:34, WEST ENTRY, 34.0 °C

Sun May 12 21:16:34, SOUTH ENTRY, 34.0 °C

Sun May 12 21:16:35, NORTH ENTRY, 24.0 °C

Sun May 12 21:16:35, EAST ENTRY, 24.0 °C

Sun May 12 21:16:35, WEST ENTRY, 24.0 °C

Sun May 12 21:16:35, SOUTH ENTRY, 24.0 °C

Sun May 12 21:16:35, NORTH ENTRY, 24.0 °C

Sun May 12 21:16:35, EAST ENTRY, 24.0 °C

Sun May 12 21:16:35, WEST ENTRY, 24.0 °C

Sun May 12 21:16:35, SOUTH ENTRY, 24.0 °C

Sun May 12 21:16:36, NORTH ENTRY, 23.0 °C

Sun May 12 21:16:36, EAST ENTRY, 23.0 °C

Sun May 12 21:16:36, WEST ENTRY, 23.0 °C

Sun May 12 21:16:36, SOUTH ENTRY, 23.0 °C

Sun May 12 21:16:37, NORTH ENTRY, 34.0 °C

Sun May 12 21:16:37, EAST ENTRY, 34.0 °C

Sun May 12 21:16:37, WEST ENTRY, 34.0 °C

Sun May 12 21:16:37, SOUTH ENTRY, 34.0 °C

Sun May 12 21:16:37, NORTH ENTRY, 34.0 °C

Sun May 12 21:16:37, EAST ENTRY, 34.0 °C

Sun May 12 21:16:37, WEST ENTRY, 34.0 °C

Sun May 12 21:16:37, SOUTH ENTRY, 34.0 °C

Sun May 12 21:16:38, NORTH ENTRY, 33.0 °C

Sun May 12 21:16:38, EAST ENTRY, 33.0 °C

Sun May 12 21:16:38, WEST ENTRY, 33.0 °C

Sun May 12 21:16:38, SOUTH ENTRY, 33.0 °C

Sun May 12 21:16:39, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:39, EAST ENTRY, 32.0 °C

Sun May 12 21:16:39, WEST ENTRY, 32.0 °C

Sun May 12 21:16:39, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:39, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:39, EAST ENTRY, 32.0 °C

Sun May 12 21:16:39, WEST ENTRY, 32.0 °C

Sun May 12 21:16:39, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:40, NORTH ENTRY, 31.0 °C

Sun May 12 21:16:40, EAST ENTRY, 31.0 °C

Sun May 12 21:16:40, WEST ENTRY, 31.0 °C

Sun May 12 21:16:40, SOUTH ENTRY, 31.0 °C

Sun May 12 21:16:41, NORTH ENTRY, 35.0 °C

Sun May 12 21:16:41, EAST ENTRY, 35.0 °C

Sun May 12 21:16:41, WEST ENTRY, 35.0 °C

Sun May 12 21:16:41, SOUTH ENTRY, 35.0 °C

Sun May 12 21:16:41, NORTH ENTRY, 35.0 °C

Sun May 12 21:16:41, EAST ENTRY, 35.0 °C

Sun May 12 21:16:41, WEST ENTRY, 35.0 °C

Sun May 12 21:16:41, SOUTH ENTRY, 35.0 °C

Sun May 12 21:16:42, NORTH ENTRY, 32.0 °C

Sun May 12 21:16:42, EAST ENTRY, 32.0 °C

Sun May 12 21:16:42, WEST ENTRY, 32.0 °C

Sun May 12 21:16:42, SOUTH ENTRY, 32.0 °C

Sun May 12 21:16:43, NORTH ENTRY, 24.0 °C

